tweet,category,cluster,cause,sentiment,sentiment_score,user_id,user_screen_name,user_followers_count,user_friends_count,user_favourites_count,influence_ratio,user_statuses_count,user_verified,user_description,user_category
FDA Approved New Kyprolis Combination Therapy for Elapsed or Refractory Multiple Myeloma,educational,Neoplasms,Multiple myeloma,neutral,0,115528173,DrugscomNew,1501,3,0,500.33,685,0,Get the latest new drug approvals issued by the FDA and published on http://t.co/Z3IRapL5eR.,public
will lace up the Air Jordan 11Lab4 while raising awareness for a young fan diagnosed with epilepsy,personal,,Epilepsy,neutral,0,4506389663,br_kicks,22393,55,63,407.15,3677,1,"Get the latest sneaker news, release dates, and player exclusives #BRKICKS Business inquiries: brkicks@bleacherreport.com",media
RT of Siberia Person Giving With HIV Lids May Begin to May for Retroviral,educational,HIV/AIDS and tuberculosis,HIV/AIDS,neutral,0,319314644,ZimbabweUpdate,3916,105,183,37.3,112891,0,Get the latest updates of Zimbabwe News,media
UPDATE 2 Lead ordered to pay Neck 200 man in keratitis C drug patent dispute SAN JOSE Half NEW YORK,educational,,Hepatitis,neutral,0,176075043,CyberNewspaper,20174,45,24684,448.31,1064732,0,"GET YOUR BREAKING NEWS HERE!  Tweets posted 24/7 365 days a year. Hundreds of tweets per day, follow at own risk. We proudly endorse @realDonaldTrump!",media
probe the only tea besides lemon that I can drink without drowning it in milk,unrelated,,Drowning,negative,-0.320525,135408441,bakem0n,70,71,4158,0.99,25864,0,"ghost royalty \u2726 monster/robo/xeno enthusiast \u2726 unburnable trash w/no will to live \u2726 f-words \u2726 too hladn to enlgihs (art: @snatchbuster, neg/TMI/anime: @ekt0s)",public
Again goes out Comes home late falls asleep perfectly He I sleep shit again,unrelated,,Falls,negative,-0.902917,104210937,GinAndGiraffes,2544,1593,2118,1.596986817,73836,0,Giraffe loving #blogger with a penchant for #Gin & #Champagne ..... #engaged to @danromani contact me on ginandgiraffesblog@gmail.com,public
WHYTE ANGELS Last minute registration NOW 12 Tongue Street It James AllInclusiveBand,unrelated,Neglected tropical diseases and malaria,dengue,neutral,0,269872412,djeternalvibes,1980,1576,3,1.26,4809,0,"Giving You what You want, just the way You like it! Look out for Eternal Vibes in a city near You......",public
Interesting read High Uric Acid Revels Power Risk of Atkinson s READ,educational,Neurological disorders,Parkinsons disease,positive,0.471454,57232198,wkhealth,7738,866,431,8.935,8571,1,"Global healthcare information provider that helps professionals, students and institutions access evidence-based research, fuel discoveries and improve care",businesses
Research raising hopes of tailor breast Cancer treatment PrecisionMedicine,educational,,Breast cancer,neutral,0,259212973,PathXL,1783,1498,776,1.19,1112,0,"Global pioneer in the use of web-based solutions for digital pathology providing innovative software for use in research, education and clinical sectors",businesses
Coli announces shock retirement due to stress induced cardiomyopathy,educational,,Cardiomyopathy,negative,-0.688718,125944392,etribune,579474,192,14,3018.09,271856,1,"Global Standard, Local Perspective. Follow for breaking news, special reports, RTs of our journalists and more from http://t.co/KGnqS4ms1X",media
RT of CDISC developed chin research data its with FDA amp NCI Noised to collaborate on CancerMoonshot Now should we engage,educational,"Other communicable, maternal, neonatal, and nutritional disorders",STDs,neutral,0,36317302,CDISC,2670,831,115,3.213,3054,0,"Global, platform-independent data standards that enable information system interoperability to improve medical research and related areas of healthcare",interest groups
I can t believe all the stuff that happened to him though Hoping cough It in the head with hail TJS Door guy,personal,"Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases",Whooping cough,neutral,0,48799311,mfortuna45,325,714,1462,0.455,19790,0,Go Heels \U0001f411\U0001f1e8\U0001f1e6,public
Mob Alert CedarFalls Sobs Entry Level Tales Representative Bankers Life For More Sobs it it it Please Of our Age,unrelated,,Falls,negative,-0.754164,294526084,Cedar_Falls_Job,85,0,0,85,23495,0,"Go2Cedar-Falls: Jobs - All the latest Jobs, Careers, Employment & Recruitment in Cedar Falls, Iowa, USA! Search & Post Jobs https://t.co/j3WcnjCkf8",businesses
To be fair he was discussing if abortion were illegal Total hypothetical Course dentist media ran w it,personal,,Abortion,negative,-0.481297,171286347,discoandhaze,166,193,3426,0.86,27823,0,God Bless President Trump,public
RG7 of falls in It Elizabeth I think,unrelated,,Falls,negative,-0.740427,86174157,Chevy_Toni,686,395,17522,1.736708861,77629,0,God first. Substance ova hype. #LFCFan #RihannaNavy #YNWA,public
gutta migrate,personal,,Migraine,neutral,0,308816365,ImYanaBITCHES,1520,588,1534,2.59,59478,0,"God is within her, she will not fall; \u271d",public
Ruby Walls RubyFalls YouTube,unrelated,,Falls,positive,0.34909,115021860,nmhdogg33,949,2008,10307,0.47,48711,0,"GOD, FAMILY, FRIENDS AND SPORTS",public
Anyone know if the Purple Alzheimer s Foka rumor is true that it s coming out tomorrow Anyone at Buckle even maybe know into,personal,Neurological disorders,Alzheimer,negative,-0.629827,57729793,andrewzajac,1153,1825,12124,0.632,30211,0,Grad Assistant in the History Department at YSU. Editorial Assistant of the Western Anti-Slavery Papers. Cleveland sports fan. Travel enthusiast.,public
Doesn t matter Sugar doesn t cause diabetes despite what people let you think,personal,,Diabetes,negative,-0.579347,1405489964,elephant0382,164,239,13579,0.686192469,8009,0,"Grad student, teacher, love singing in choir",public
Hope and Faith are powerful weapons of by God s grace when we face illness Race carried me through two years of bladder cancer treatments,personal,Neoplasms,Bladder cancer,negative,-0.499736,255528894,InLifeOnPurpose,1263,1450,1580,0.87,11266,0,"Grandpa, life-long learner, helping others by sharing ideas re: Life Insurance, Marketing, Sales, Nature, Faith, Relationships and Life. Opinions are my own.",public
Top And story Breast Cancer Round Two Dawn mckinley Rights Back Of Newsroo see more,educational,Neoplasms,Breast cancer,negative,-0.6522,134892958,GraniteCityTool,3205,2177,28,1.47,28127,0,"Granite City Tool, everything for stone working since 1885. The leader in diamond tooling, including blades & pads. Now a division of GranQuartz",public
RT of Daily Trophic Meningitis kills 32 but of says no cause for alarm WhatHappenedToCourtship,educational,"Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases",Meningitis,negative,-0.655239,295312688,opoku_isaac,917,761,5562,1.2,12576,0,Graphic Designer / Entrepreneur / Event Organizer/ Media Marketing / Branding & Promotion.,public
so glad your strength is coming back love it 3 such I would offer you a chat but I m really drowning in work sorry,personal,,Drowning,negative,-0.90305,15495928,xel1980,2325,1987,30678,1.170105687,69387,0,"graphic designer / illustrator / comic artist / fanwriter / fanlady \u2763 \u0105\u014b\u0256 \u0105\u0196\u0196 \u0131 \u0196\u01a1\u06f7\u025b\u0256, \u0131 \u0196\u01a1\u06f7\u025b\u0256 \u0105\u0196\u01a1\u014b\u025b",public
Career May at Great Walls Middle,unrelated,,Falls,positive,0.406217,4011706660,GreatFallsMSHS,10,0,0,10,35,0,Great Falls Middle and High school,public
I despise him,unrelated,,Abortion,negative,-0.775858,107282832,KarlaReyes21,1232,247,5686,4.99,18477,0,grl pwr || sc: karlareyes,public
BCC Health Why are Northern Ireland s abortion laws different Why is abortion essentially illegal in North,educational,,Abortion,negative,-0.442763,33967618,Grunigen,1186,8,1,148.25,32188,0,"Grunigen Medical Library - Connect @ Your Library - University of California, Irvine - UCI",media
my neck is super stiff right now so in convinced in probably dying of meningitis,personal,,Meningitis,negative,-0.719445,109644036,asenseofkyle,480,423,416,1.13,16695,0,Guitarist for A Sense of Purpose. @asopband Pizza expert. Mountain Dew afficionado. Grizzly bear trainer. Kinda bitchy.,public
my neck is super stiff right now so in convinced in probably dying of meningitis,personal,,Meningitis,negative,-0.719445,109644036,asenseofkyle,480,423,416,1.134751773,16695,0,Guitarist for A Sense of Purpose. @asopband Pizza expert. Mountain Dew afficionado. Grizzly bear trainer. Kinda bitchy.,public
Is on the abortion issue Plump is incoherent,personal,,Abortion,negative,-0.856853,107818860,PaulHartNYC,329,525,7415,0.63,14584,0,Gun & Knife collector. 2nd amendment extremist. Certified hacker.,public
U R awesome my friend Honestly I am inspired by your mon The way she takes care of u amp your Fro while dealing with Leukaemia,personal,Neoplasms,Leukemia,positive,0.665003,4699696555,djn_4_Life,604,60,39941,10.07,24548,0,"Half a century in, still a teen at \u2764. The youth are our future. Help guide them. My hobby: Supporting young rising stars #NOH8#RockLuv#Kindness#LiveItWithHeart",public
Never boring here depression suicide threats self harm threats fighting drama Dared sucks Misha sucks,personal,,Self-harm,negative,-0.973102,68777692,kessily,2220,1968,54053,1.12804878,163485,0,Half-Rp MV/MS account (18+ NSFW!) I just do stuff like art. I get spanked a lot. #TheUnholyTrinity other Rp Bio and info: https://t.co/SyX5CKUOJN,public
Days are terrible people They suffer from the highest rates of sexual abuse drug abuse and suicide and its,educational,"Other communicable, maternal, neonatal, and nutritional disorders",STDs,negative,-0.938058,1306483759,C_harmslaysh,156,189,4148,0.83,2332,0,"Hands on the handle , hearts in the sky",public
Exactly that I had a bacteria in stomach that increases risk of stomach cancer And since that was what killed my sum do,personal,Neoplasms,Stomach cancer,negative,-0.854952,112465469,GillyInAriege,1560,466,600,3.35,43339,0,Hanging on \u2026 just.,public
Today in 1964 Brendan Than writer poet dies at 41 in the Death Hospital from complications caused by diabetes and alcohol,educational,,Diabetes,negative,-0.611913,58199261,thepainterflynn,36116,39272,6285,0.92,250996,0,hanging on by my fingernails,public
wish wool see your vi Have you had malaria before Eye,unrelated,,Malaria,neutral,0,52806311,Eddy_Happyguy,4754,1709,1971,2.782,188330,0,Happiness is my way of life,public
Twitter Walls In Love With Japanese Next Took s Super Hawaii English Teacher,unrelated,,Falls,positive,0.648841,125551007,grimneko,315,294,289,1.07,56752,0,Happy Akira ^_^,public
Exploring the falls at the Columbia River Forge Multnomah,unrelated,,Falls,negative,-0.558365,42579941,_BeautyBox_,554,719,24,0.771,1280,0,"happy vancouverite, veteran esthetician, beauty + travel addict, beach bum for life. owner of Beauty Box Esthetics, a private spa boutique in kitsilano.",public
RT of Check out See kitty with kidney disease getting cellar treatment but need some help cats,personal,"Diabetes, urogenital, blood, and endocrine diseases",kidney disease,neutral,0,116370038,OpalescentMoon,1314,958,78515,1.37,67685,0,"Hard working extrovert, keeper of cats, lets not forget KISS fan, intrigued by planet earth, Texas & what lies beyond.",public
nm the NMC doesn t even collect data about registrants self harm while under FTP process,educational,,Self-harm,negative,-0.556565,20384304,NickyW,210,331,450,0.634441088,3078,0,"Hardworking Advanced Nurse  Practitioner , mother of 2 boys now grown up at last ,chief cook, laundry  and shopping fairy , kart mechanic , and rugby fan",public
He have all tools needed to prevent HIV amp make sure no one dies of HIV AIDS need civilsociety partnerships amp humanrights,educational,,HIV/AIDS,neutral,0,51178084,HarmReduction,13350,799,1964,16.708,15529,0,Harm Reduction Coalition: promoting the health and dignity of those impacted by drug use,interest groups
i am drowning,personal,,Drowning,negative,-0.678345,3425268100,nagisaakabane,220,169,64832,1.301775148,55664,0,haunted but otherwise pretty nice guy. likes creepy things and assassination classroom. has a cute cat. loves @karmashiota. read that twpf!! \u2193,public
i thank god mamma didn have an Abortion so errytime i get paid she get a Portion Seedy,personal,,Abortion,negative,-0.550334,263466419,PravEarly,1521,741,2954,2.05,13536,0,HBM Records bich! | IG/Vine/FB: PravEarly | #92Niggz | yung Tamil weezy | Rap-Gat owner | https://t.co/hiSx3U6M2r -VDE (Visual),public
Plump could perform a partial birth abortion at planned parenthood and they would still vote for him,personal,,Abortion,negative,-0.498208,444269803,BrAiNfReEzE69,2167,2303,1471,0.940946591,52896,0,He raised his righthand and said I solemnly swear to protect the Constitution of the United States of America and the Republic for which it stands,public
GOOD LORD PLEASE someone send TEAMTRUMP the rules of securing delegates Sitting is drowning in Fauxoutrage and Crocodile tears here,unrelated,,Drowning,negative,-0.479392,311519132,OurLibertyRocks,903,886,134,1.02,5585,0,"Head Engineer of 5 that have blessed me with 6. Happily married to a man, and his Harley. A Patriot 1st, that embraces the 2nd.",public
will someone please get me a blaine that has I have a migrate embroidered on it I feel like that could bring so much peace to my life,personal,Neurological disorders,Migraine,positive,0.684012,50038036,astral_cars,164,216,5229,0.759,12388,0,head full of stars  / mouth full of stones,public
